Individual,Site,Comp.Species,DBH
QUEALB04_HF,HF,FAGGRA,6.4
QUEALB04_HF,HF,BETLEN,6.5
QUEALB04_HF,HF,TSUCAN,7.2
QUEALB04_HF,HF,TSUCAN,7.4
QUEALB04_HF,HF,TSUCAN,9.8
QUEALB04_HF,HF,TSUCAN,13.1
QUEALB05_HF,HF,TSUCAN,1.3
QUEALB05_HF,HF,TSUCAN,1.5
QUEALB05_HF,HF,TSUCAN,2.2
QUEALB05_HF,HF,TSUCAN,2.7
QUEALB05_HF,HF,TSUCAN,2.9
QUEALB05_HF,HF,TSUCAN,4.9
QUEALB05_HF,HF,TSUCAN,6.7
QUEALB05_HF,HF,TSUCAN,7.5
QUEALB05_HF,HF,ACERUB,13.6
QUEALB05_HF,HF,TSUCAN,13.9
QUEALB05_HF,HF,TSUCAN,19.1
QUEALB05_HF,HF,BETLEN,22
QUEALB05_HF,HF,TSUCAN,22.1
QUEALB05_HF,HF,ACERUB,25.3
QUEALB05_HF,HF,TSUCAN,29.1
QUEALB05_HF,HF,ACERUB,29.5
QUEALB05_HF,HF,TSUCAN,30.4
QUEALB05_HF,HF,TSUCAN,33
QUEALB07_HF,HF,HAMVIR,1.1
QUEALB07_HF,HF,TSUCAN,1.2
QUEALB07_HF,HF,TSUCAN,1.4
QUEALB07_HF,HF,TSUCAN,1.4
QUEALB07_HF,HF,ACEPEN,1.4
QUEALB07_HF,HF,TSUCAN,1.5
QUEALB07_HF,HF,TSUCAN,1.7
QUEALB07_HF,HF,TSUCAN,1.7
QUEALB07_HF,HF,HAMVIR,1.8
QUEALB07_HF,HF,HAMVIR,2.3
QUEALB07_HF,HF,TSUCAN,2.3
QUEALB07_HF,HF,TSUCAN,2.5
QUEALB07_HF,HF,TSUCAN,2.8
QUEALB07_HF,HF,HAMVIR,3.3
QUEALB07_HF,HF,TSUCAN,3.7
QUEALB07_HF,HF,TSUCAN,4.1
QUEALB07_HF,HF,TSUCAN,4.5
QUEALB07_HF,HF,TSUCAN,5.6
QUEALB07_HF,HF,TSUCAN,6
QUEALB07_HF,HF,TSUCAN,7.7
QUEALB07_HF,HF,TSUCAN,10.3
QUEALB07_HF,HF,TSUCAN,10.7
QUEALB07_HF,HF,TSUCAN,39.5
QUEALB12_HF,HF,BETLEN,less.than.1
QUEALB12_HF,HF,BETLEN,less.than.1
QUEALB12_HF,HF,BETLEN,less.than.1
QUEALB12_HF,HF,BETLEN,less.than.1
QUEALB12_HF,HF,HAMVIR,1
QUEALB12_HF,HF,HAMVIR,1
QUEALB12_HF,HF,HAMVIR,1.1
QUEALB12_HF,HF,TSUCAN,4.1
QUEALB12_HF,HF,ACERUB,15.3
QUEALB12_HF,HF,QUERUB,21.7
QUEALB12_HF,HF,ACERUB,24
QUEALB12_HF,HF,QUERUB,26.25
QUEALB12_HF,HF,QUERUB,30.8
QUEALB12_HF,HF,QUERUB,32.7
QUEALB17_HF,HF,TSUCAN,1.2
QUEALB17_HF,HF,TSUCAN,1.6
QUEALB17_HF,HF,HAMVIR,1.8
QUEALB17_HF,HF,HAMVIR,2
QUEALB17_HF,HF,HAMVIR,3.7
QUEALB17_HF,HF,ACESAC,8.6
QUEALB17_HF,HF,ACESAC,10.2
QUEALB17_HF,HF,FRAAME,12.8
QUEALB17_HF,HF,BETALL,14.2
QUEALB17_HF,HF,FRAAME,18.4
QUEALB17_HF,HF,ACESAC,24.1
SORAME01_HF,HF,TSUCAN,3.2
SORAME01_HF,HF,TSUCAN,3.8
SORAME01_HF,HF,BETALL,4.3
SORAME01_HF,HF,TSUCAN,4.7
SORAME01_HF,HF,NYSSYL,5.5
SORAME01_HF,HF,TSUCAN,5.7
SORAME01_HF,HF,TSUCAN,6.2
SORAME01_HF,HF,TSUCAN,6.4
SORAME01_HF,HF,NYSSYL,8.2
SORAME01_HF,HF,TSUCAN,8.5
SORAME01_HF,HF,NYSSYL,9.3
SORAME01_HF,HF,TSUCAN,9.4
SORAME01_HF,HF,TSUCAN,9.5
SORAME01_HF,HF,NYSSYL,9.8
SORAME01_HF,HF,NYSSYL,10.7
SORAME01_HF,HF,BETPAP,10.7
SORAME01_HF,HF,BETALL,11.3
SORAME01_HF,HF,ACERUB,11.6
SORAME01_HF,HF,NYSSYL,11.8
SORAME01_HF,HF,TSUCAN,11.8
SORAME01_HF,HF,ACERUB,12
SORAME01_HF,HF,NYSSYL,12.3
SORAME01_HF,HF,ACERUB,12.3
SORAME01_HF,HF,ACERUB,12.5
SORAME01_HF,HF,ACERUB,13.1
SORAME01_HF,HF,ACERUB,13.5
SORAME01_HF,HF,ACERUB,13.8
SORAME01_HF,HF,TSUCAN,14.2
SORAME01_HF,HF,NYSSYL,14.4
SORAME01_HF,HF,NYSSYL,14.8
SORAME01_HF,HF,ACERUB,15.8
SORAME01_HF,HF,TSUCAN,16.1
SORAME01_HF,HF,NYSSYL,16.4
SORAME01_HF,HF,NYSSYL,17.1
SORAME01_HF,HF,ACERUB,17.1
SORAME01_HF,HF,ACERUB,17.5
SORAME01_HF,HF,NYSSYL,18
SORAME01_HF,HF,ACERUB,18.6
SORAME01_HF,HF,TSUCAN,19.4
SORAME02_GR,GR,ACEPEN,less.than.1
SORAME02_GR,GR,ACESAC,less.than.1
SORAME02_GR,GR,ACESAC,less.than.1
SORAME02_GR,GR,ACESAC,less.than.1
SORAME02_GR,GR,FRANIG,1
SORAME02_GR,GR,ULMAME,1.1
SORAME02_GR,GR,ACESAC,1.1
SORAME02_GR,GR,FRANIG,1.2
SORAME02_GR,GR,ACESAC,1.2
SORAME02_GR,GR,ACESAC,1.2
SORAME02_GR,GR,ACESAC,1.4
SORAME02_GR,GR,ACESAC,1.6
SORAME02_GR,GR,ACESAC,1.7
SORAME02_GR,GR,ULMAME,2.1
SORAME02_GR,GR,ACESAC,2.1
SORAME02_GR,GR,ACESAC,2.1
SORAME02_GR,GR,ACESAC,2.1
SORAME02_GR,GR,FRAAME,2.6
SORAME02_GR,GR,ACESAC,2.7
SORAME02_GR,GR,ACESAC,2.9
SORAME02_GR,GR,ABIBAL,3
SORAME02_GR,GR,ULMAME,3.3
SORAME02_GR,GR,ULMAME,3.5
SORAME02_GR,GR,ACESAC,3.6
SORAME02_GR,GR,ULMAME,4.2
SORAME02_GR,GR,ULMAME,5
SORAME02_GR,GR,ULMAME,5.2
SORAME02_GR,GR,BETALL,6.5
SORAME02_GR,GR,ABIBAL,8.8
SORAME02_GR,GR,BETALL,13.7
SORAME02_GR,GR,ULMAME,15.8
SORAME02_HF,HF,TSUCAN,less.than.1
SORAME02_HF,HF,TSUCAN,less.than.1
SORAME02_HF,HF,TSUCAN,less.than.1
SORAME02_HF,HF,TSUCAN,1
SORAME02_HF,HF,TSUCAN,1.1
SORAME02_HF,HF,AMELAE,1.1
SORAME02_HF,HF,TSUCAN,1.6
SORAME02_HF,HF,TSUCAN,1.8
SORAME02_HF,HF,QUERUB,3.4
SORAME02_HF,HF,ACERUB,3.5
SORAME02_HF,HF,FAGGRA,3.8
SORAME02_HF,HF,ACERUB,5.5
SORAME02_HF,HF,QUERUB,6.9
SORAME02_HF,HF,TSUCAN,7.5
SORAME02_HF,HF,TSUCAN,10.4
SORAME02_HF,HF,QUERUB,11.8
SORAME02_HF,HF,ACERUB,18.3
SORAME02_HF,HF,QUERUB,19
SORAME02_HF,HF,TSUCAN,20.3
SORAME02_HF,HF,TSUCAN,34.1
SORAME02_HF,HF,TSUCAN,35.8
SORAME03_GR,GR,ACERUB,less.than.1
SORAME03_GR,GR,ABIBAL,less.than.1
SORAME03_GR,GR,ABIBAL,less.than.1
SORAME03_GR,GR,ABIBAL,less.than.1
SORAME03_GR,GR,ABIBAL,less.than.1
SORAME03_GR,GR,CORCOR,less.than.1
SORAME03_GR,GR,CORCOR,less.than.1
SORAME03_GR,GR,PRUPEN,1.1
SORAME03_GR,GR,CORCOR,1.7
SORAME03_GR,GR,PRUPEN,1.9
SORAME03_GR,GR,CORCOR,2
SORAME03_GR,GR,ABIBAL,2.1
SORAME03_GR,GR,CORCOR,2.3
SORAME03_GR,GR,ABIBAL,2.5
SORAME03_GR,GR,CORCOR,2.5
SORAME03_GR,GR,ABIBAL,3.5
SORAME03_GR,GR,ABIBAL,3.6
SORAME03_GR,GR,ABIBAL,3.7
SORAME03_GR,GR,ACESAC,3.9
SORAME03_GR,GR,ABIBAL,7.1
SORAME03_GR,GR,ACESAC,7.4
SORAME03_GR,GR,ABIBAL,8.4
SORAME03_GR,GR,ABIBAL,9.6
SORAME03_GR,GR,ABIBAL,9.9
SORAME03_GR,GR,ACERUB,10.5
SORAME03_GR,GR,ABIBAL,12
SORAME03_GR,GR,BETPAP,12.8
SORAME03_GR,GR,BETPAP,13.6
SORAME03_GR,GR,ACESAC,13.6
SORAME03_GR,GR,BETPAP,14.1
SORAME03_GR,GR,ABIBAL,16.1
SORAME03_GR,GR,ACERUB,17
SORAME03_GR,GR,BETPAP,18.6
SORAME03_GR,GR,ACERUB,22.6
SORAME03_GR,GR,BETALL,26.6
SORAME03_GR,GR,BETPAP,27.4
SORAME03_HF,HF,VACCOR,less.than.1
SORAME03_HF,HF,TSUCAN,1
SORAME03_HF,HF,VACCOR,1.2
SORAME03_HF,HF,BETLEN,1.3
SORAME03_HF,HF,FAGGRA,1.6
SORAME03_HF,HF,FAGGRA,4.8
SORAME03_HF,HF,FAGGRA,9.1
SORAME03_HF,HF,TSUCAN,9.6
SORAME03_HF,HF,TSUCAN,10.9
SORAME03_HF,HF,TSUCAN,11.9
SORAME03_HF,HF,TSUCAN,12.1
SORAME03_HF,HF,ACERUB,16
SORAME03_HF,HF,TSUCAN,16.4
SORAME03_HF,HF,ACERUB,18.1
SORAME03_HF,HF,ACERUB,19.3
SORAME03_HF,HF,TSUCAN,20
SORAME03_HF,HF,QUERUB,20.3
SORAME03_HF,HF,QUERUB,35
SORAME03_SH,SH,ACERUB,less.than.1
SORAME03_SH,SH,ACESAC,less.than.1
SORAME03_SH,SH,ABIBAL,1
SORAME03_SH,SH,ACERUB,1.5
SORAME03_SH,SH,ACERUB,2
SORAME03_SH,SH,SORAME,2.5
SORAME03_SH,SH,ABIBAL,3.1
SORAME03_SH,SH,ABIBAL,3.1
SORAME03_SH,SH,ABIBAL,3.2
SORAME03_SH,SH,ABIBAL,3.9
SORAME03_SH,SH,ABIBAL,4
SORAME03_SH,SH,ACERUB,4.2
SORAME03_SH,SH,ACEPEN,4.3
SORAME03_SH,SH,ACERUB,5.1
SORAME03_SH,SH,ACERUB,5.9
SORAME03_SH,SH,ACEPEN,6
SORAME03_SH,SH,ACEPEN,6.7
SORAME03_SH,SH,ACERUB,7.9
SORAME03_SH,SH,ABIBAL,8
SORAME03_SH,SH,ACEPEN,8.4
SORAME03_SH,SH,ACERUB,10.5
SORAME03_SH,SH,ACERUB,11
SORAME03_SH,SH,POPGRA,21.1
SORAME03_SH,SH,ABIBAL,22.4
SORAME04_GR,GR,PICRUB,less.than.1
SORAME04_GR,GR,ABIBAL,less.than.1
SORAME04_GR,GR,ABIBAL,less.than.1
SORAME04_GR,GR,ABIBAL,less.than.1
SORAME04_GR,GR,SORAME,1
SORAME04_GR,GR,ABIBAL,1.4
SORAME04_GR,GR,ABIBAL,2
SORAME04_GR,GR,ILEMUC,2
SORAME04_GR,GR,ABIBAL,2.2
SORAME04_GR,GR,ABIBAL,2.2
SORAME04_GR,GR,ABIBAL,2.3
SORAME04_GR,GR,ABIBAL,2.5
SORAME04_GR,GR,ABIBAL,4.4
SORAME04_GR,GR,ABIBAL,4.9
SORAME04_GR,GR,ACERUB,5.7
SORAME04_GR,GR,ABIBAL,5.8
SORAME04_GR,GR,ABIBAL,5.9
SORAME04_GR,GR,ABIBAL,6.1
SORAME04_GR,GR,ABIBAL,8.4
SORAME04_GR,GR,BETPAP,13
SORAME04_GR,GR,BETPAP,14.8
SORAME04_GR,GR,BETPAP,16.7
SORAME04_GR,GR,POPTRE,47.1
SORAME04_HF,HF,TSUCAN,less.than.1
SORAME04_HF,HF,BETLEN,less.than.1
SORAME04_HF,HF,TSUCAN,less.than.1
SORAME04_HF,HF,TSUCAN,less.than.1
SORAME04_HF,HF,TSUCAN,less.than.1
SORAME04_HF,HF,TSUCAN,1
SORAME04_HF,HF,TSUCAN,1.1
SORAME04_HF,HF,TSUCAN,1.4
SORAME04_HF,HF,ACERUB,1.4
SORAME04_HF,HF,BETLEN,1.5
SORAME04_HF,HF,BETLEN,1.8
SORAME04_HF,HF,BETLEN,1.9
SORAME04_HF,HF,ACERUB,1.9
SORAME04_HF,HF,TSUCAN,2
SORAME04_HF,HF,TSUCAN,2
SORAME04_HF,HF,BETLEN,2
SORAME04_HF,HF,TSUCAN,2.3
SORAME04_HF,HF,TSUCAN,2.4
SORAME04_HF,HF,FAGGRA,2.9
SORAME04_HF,HF,FAGGRA,3
SORAME04_HF,HF,TSUCAN,3.7
SORAME04_HF,HF,FAGGRA,3.9
SORAME04_HF,HF,TSUCAN,4.5
SORAME04_HF,HF,TSUCAN,6.3
SORAME04_HF,HF,TSUCAN,7.5
SORAME04_HF,HF,TSUCAN,8
SORAME04_HF,HF,ACERUB,8.2
SORAME04_HF,HF,TSUCAN,9
SORAME04_HF,HF,FAGGRA,10.2
SORAME04_HF,HF,ACERUB,10.3
SORAME04_HF,HF,TSUCAN,11
SORAME04_HF,HF,TSUCAN,14.2
SORAME04_HF,HF,BETPAP,21.7
SORAME04_HF,HF,ACERUB,23.1
SORAME04_HF,HF,FAGGRA,32.5
SORAME07_HF,HF,TSUCAN,1
SORAME07_HF,HF,TSUCAN,1.2
SORAME07_HF,HF,TSUCAN,1.2
SORAME07_HF,HF,TSUCAN,1.3
SORAME07_HF,HF,TSUCAN,1.4
SORAME07_HF,HF,TSUCAN,1.4
SORAME07_HF,HF,TSUCAN,1.9
SORAME07_HF,HF,TSUCAN,2.1
SORAME07_HF,HF,TSUCAN,2.1
SORAME07_HF,HF,TSUCAN,2.1
SORAME07_HF,HF,TSUCAN,2.2
SORAME07_HF,HF,TSUCAN,2.2
SORAME07_HF,HF,TSUCAN,2.4
SORAME07_HF,HF,TSUCAN,2.6
SORAME07_HF,HF,TSUCAN,2.9
SORAME07_HF,HF,TSUCAN,4.7
SORAME07_HF,HF,TSUCAN,19.5
SORAME07_HF,HF,TSUCAN,22.2
SORAME07_HF,HF,TSUCAN,31.4
SORAME07_HF,HF,TSUCAN,38.9
SORAME08_HF,HF,TSUCAN,1.3
SORAME08_HF,HF,ACEPEN,1.8
SORAME08_HF,HF,BETALL,2.1
SORAME08_HF,HF,BETALL,2.6
SORAME08_HF,HF,ACEPEN,2.8
SORAME08_HF,HF,FAGGRA,2.8
SORAME08_HF,HF,FAGGRA,3.6
SORAME08_HF,HF,FAGGRA,3.7
SORAME08_HF,HF,FAGGRA,3.8
SORAME08_HF,HF,TSUCAN,11.6
SORAME08_HF,HF,ACERUB,18.4
SORAME08_HF,HF,ACERUB,28.5
SORAME08_HF,HF,QUERUB,36.2
SORAME201601_GR,GR,ABIBAL,less.than.1
SORAME201601_GR,GR,PRUPEN,less.than.1
SORAME201601_GR,GR,PRUPEN,less.than.1
SORAME201601_GR,GR,PRUPEN,less.than.1
SORAME201601_GR,GR,CORCOR,less.than.1
SORAME201601_GR,GR,CORCOR,less.than.1
SORAME201601_GR,GR,CORCOR,less.than.1
SORAME201601_GR,GR,CORCOR,less.than.1
SORAME201601_GR,GR,CORCOR,less.than.1
SORAME201601_GR,GR,CORCOR,less.than.1
SORAME201601_GR,GR,CORCOR,less.than.1
SORAME201601_GR,GR,CORCOR,less.than.1
SORAME201601_GR,GR,CORCOR,less.than.1
SORAME201601_GR,GR,ACERUB,less.than.1
SORAME201601_GR,GR,ACERUB,less.than.1
SORAME201601_GR,GR,ACERUB,less.than.1
SORAME201601_GR,GR,ACERUB,less.than.1
SORAME201601_GR,GR,SORAME,less.than.1
SORAME201601_GR,GR,SORAME,less.than.1
SORAME201601_GR,GR,PRUPEN,1.4
SORAME201601_GR,GR,ACERUB,1.4
SORAME201601_GR,GR,SORAME,1.4
SORAME201601_GR,GR,ALNINC,1.5
SORAME201601_GR,GR,SORAME,1.6
SORAME201601_GR,GR,ACERUB,1.7
SORAME201601_GR,GR,AMELAE,1.8
SORAME201601_GR,GR,AMELAE,2.1
SORAME201601_GR,GR,ABIBAL,2.6
SORAME201601_GR,GR,ABIBAL,2.8
SORAME201601_GR,GR,PRUPEN,3.3
SORAME201601_GR,GR,AMELAE,3.9
SORAME201601_GR,GR,BETPAP,6.2
SORAME201601_GR,GR,PRUPEN,6.3
SORAME201601_GR,GR,ABIBAL,7.2
SORAME201601_GR,GR,ABIBAL,37.6
SORAME201601_GR,GR,ABIBAL,45.9
SORAME201601_SH,SH,ABIBAL,less.than.1
SORAME201601_SH,SH,ABIBAL,less.than.1
SORAME201601_SH,SH,ACEPEN,less.than.1
SORAME201601_SH,SH,ACERUB,less.than.1
SORAME201601_SH,SH,CORCOR,less.than.1
SORAME201601_SH,SH,ACESPI,1
SORAME201601_SH,SH,ABIBAL,1.4
SORAME201601_SH,SH,ABIBAL,1.4
SORAME201601_SH,SH,ACESPI,1.5
SORAME201601_SH,SH,ABIBAL,1.7
SORAME201601_SH,SH,ACESPI,1.9
SORAME201601_SH,SH,ABIBAL,2
SORAME201601_SH,SH,ACESPI,2.1
SORAME201601_SH,SH,ACERUB,2.1
SORAME201601_SH,SH,ABIBAL,2.5
SORAME201601_SH,SH,ACESPI,2.5
SORAME201601_SH,SH,ABIBAL,2.8
SORAME201601_SH,SH,ABIBAL,3
SORAME201601_SH,SH,ABIBAL,3
SORAME201601_SH,SH,ACERUB,3.8
SORAME201601_SH,SH,ABIBAL,4
SORAME201601_SH,SH,ABIBAL,4
SORAME201601_SH,SH,ABIBAL,4.6
SORAME201601_SH,SH,ACERUB,8.6
SORAME201601_SH,SH,ACERUB,9.3
SORAME201601_SH,SH,ACERUB,11.3
SORAME201601_SH,SH,PICRUB,13.3
SORAME201601_SH,SH,ABIBAL,14
SORAME201601_SH,SH,ABIBAL,16.5
SORAME201601_SH,SH,ABIBAL,19.6
SORAME201601_SH,SH,PICRUB,22.4
SORAME201601_SH,SH,BETPAP,27
SORAME201601_SH,SH,BETPAP,27.1
SORAME201602_GR,GR,ABIBAL,less.than.1
SORAME201602_GR,GR,ABIBAL,less.than.1
SORAME201602_GR,GR,PRUPEN,less.than.1
SORAME201602_GR,GR,ABIBAL,1.4
SORAME201602_GR,GR,ABIBAL,1.9
SORAME201602_GR,GR,ABIBAL,2.1
SORAME201602_GR,GR,ACERUB,5.1
SORAME201602_GR,GR,ACERUB,5.9
SORAME201602_GR,GR,ABIBAL,7.8
SORAME201602_GR,GR,ACERUB,9
SORAME201602_GR,GR,ACERUB,9.6
SORAME201602_GR,GR,ACERUB,11.2
SORAME201602_GR,GR,ACERUB,13
SORAME201602_GR,GR,ACERUB,15
SORAME201602_GR,GR,BETPAP,15.5
SORAME201602_GR,GR,ACERUB,15.9
SORAME201602_GR,GR,ABIBAL,17.1
SORAME201602_GR,GR,ABIBAL,19.9
SORAME201602_GR,GR,ACERUB,21
SORAME201602_GR,GR,ABIBAL,22.5
SORAME201602_SH,SH,ABIBAL,less.than.1
SORAME201602_SH,SH,ABIBAL,less.than.1
SORAME201602_SH,SH,ABIBAL,less.than.1
SORAME201602_SH,SH,ACERUB,less.than.1
SORAME201602_SH,SH,ABIBAL,less.than.1
SORAME201602_SH,SH,ABIBAL,less.than.1
SORAME201602_SH,SH,ABIBAL,less.than.1
SORAME201602_SH,SH,ABIBAL,less.than.1
SORAME201602_SH,SH,ACERUB,0.6
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ACERUB,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ABIBAL,1
SORAME201602_SH,SH,ACERUB,1.2
SORAME201602_SH,SH,ABIBAL,1.2
SORAME201602_SH,SH,ABIBAL,1.3
SORAME201602_SH,SH,ABIBAL,1.4
SORAME201602_SH,SH,ACERUB,1.5
SORAME201602_SH,SH,ABIBAL,1.5
SORAME201602_SH,SH,ABIBAL,1.5
SORAME201602_SH,SH,ABIBAL,1.5
SORAME201602_SH,SH,ACERUB,1.6
SORAME201602_SH,SH,ACERUB,1.6
SORAME201602_SH,SH,ABIBAL,1.6
SORAME201602_SH,SH,ABIBAL,1.6
SORAME201602_SH,SH,ABIBAL,1.7
SORAME201602_SH,SH,ABIBAL,1.7
SORAME201602_SH,SH,ABIBAL,1.7
SORAME201602_SH,SH,ABIBAL,1.8
SORAME201602_SH,SH,ABIBAL,1.8
SORAME201602_SH,SH,ABIBAL,2
SORAME201602_SH,SH,ABIBAL,2
SORAME201602_SH,SH,ACERUB,2
SORAME201602_SH,SH,ABIBAL,2
SORAME201602_SH,SH,ABIBAL,2
SORAME201602_SH,SH,ABIBAL,2.2
SORAME201602_SH,SH,ABIBAL,2.2
SORAME201602_SH,SH,ABIBAL,2.2
SORAME201602_SH,SH,ABIBAL,2.3
SORAME201602_SH,SH,ABIBAL,2.4
SORAME201602_SH,SH,ACERUB,2.4
SORAME201602_SH,SH,ABIBAL,2.4
SORAME201602_SH,SH,ABIBAL,2.4
SORAME201602_SH,SH,ABIBAL,2.4
SORAME201602_SH,SH,ABIBAL,2.5
SORAME201602_SH,SH,ABIBAL,2.5
SORAME201602_SH,SH,ABIBAL,2.6
SORAME201602_SH,SH,ABIBAL,2.7
SORAME201602_SH,SH,ABIBAL,2.8
SORAME201602_SH,SH,ABIBAL,2.8
SORAME201602_SH,SH,ABIBAL,2.8
SORAME201602_SH,SH,BETALL,2.8
SORAME201602_SH,SH,ABIBAL,2.9
SORAME201602_SH,SH,ABIBAL,2.9
SORAME201602_SH,SH,ABIBAL,2.9
SORAME201602_SH,SH,ABIBAL,3
SORAME201602_SH,SH,ABIBAL,3
SORAME201602_SH,SH,ABIBAL,3
SORAME201602_SH,SH,ABIBAL,3
SORAME201602_SH,SH,ABIBAL,3.1
SORAME201602_SH,SH,ABIBAL,3.1
SORAME201602_SH,SH,ACERUB,3.2
SORAME201602_SH,SH,ABIBAL,3.4
SORAME201602_SH,SH,ABIBAL,3.5
SORAME201602_SH,SH,ABIBAL,3.7
SORAME201602_SH,SH,ABIBAL,3.9
SORAME201602_SH,SH,ABIBAL,3.9
SORAME201602_SH,SH,ABIBAL,4
SORAME201602_SH,SH,ABIBAL,4
SORAME201602_SH,SH,ABIBAL,4.1
SORAME201602_SH,SH,ABIBAL,4.7
SORAME201602_SH,SH,ABIBAL,4.7
SORAME201602_SH,SH,ABIBAL,4.9
SORAME201602_SH,SH,ABIBAL,4.9
SORAME201602_SH,SH,ACERUB,5
SORAME201602_SH,SH,ACERUB,5
SORAME201602_SH,SH,ABIBAL,5.1
SORAME201602_SH,SH,ABIBAL,5.3
SORAME201602_SH,SH,ABIBAL,5.3
SORAME201602_SH,SH,ACERUB,5.5
SORAME201602_SH,SH,ABIBAL,6
SORAME201602_SH,SH,ACEPEN,6
SORAME201602_SH,SH,ABIBAL,6.7
SORAME201602_SH,SH,ACERUB,6.8
SORAME201602_SH,SH,ABIBAL,7
SORAME201602_SH,SH,ACERUB,7
SORAME201602_SH,SH,ABIBAL,7.3
SORAME201602_SH,SH,ABIBAL,7.5
SORAME201602_SH,SH,ACERUB,7.6
SORAME201602_SH,SH,ABIBAL,7.6
SORAME201602_SH,SH,ABIBAL,14.5
SORAME201602_SH,SH,ABIBAL,15.1
SORAME201602_SH,SH,POPGRA,30.7
SORAME201602_SH,SH,POPGRA,32.2
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,less.than.1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1
SORAME201603_GR,GR,ABIBAL,1.1
SORAME201603_GR,GR,ABIBAL,1.1
SORAME201603_GR,GR,ABIBAL,1.1
SORAME201603_GR,GR,SORAME,1.2
SORAME201603_GR,GR,ABIBAL,1.2
SORAME201603_GR,GR,ABIBAL,1.2
SORAME201603_GR,GR,ABIBAL,1.2
SORAME201603_GR,GR,ABIBAL,1.4
SORAME201603_GR,GR,ABIBAL,1.4
SORAME201603_GR,GR,ABIBAL,1.5
SORAME201603_GR,GR,ABIBAL,1.5
SORAME201603_GR,GR,BETALL,1.5
SORAME201603_GR,GR,ABIBAL,1.6
SORAME201603_GR,GR,ABIBAL,1.7
SORAME201603_GR,GR,ABIBAL,1.7
SORAME201603_GR,GR,ACESPI,1.7
SORAME201603_GR,GR,ABIBAL,1.8
SORAME201603_GR,GR,ABIBAL,1.8
SORAME201603_GR,GR,ABIBAL,1.9
SORAME201603_GR,GR,ABIBAL,1.9
SORAME201603_GR,GR,ABIBAL,1.9
SORAME201603_GR,GR,BETALL,1.9
SORAME201603_GR,GR,ABIBAL,2
SORAME201603_GR,GR,ABIBAL,2
SORAME201603_GR,GR,SORAME,2.1
SORAME201603_GR,GR,SORAME,2.2
SORAME201603_GR,GR,ACESPI,2.3
SORAME201603_GR,GR,ABIBAL,2.4
SORAME201603_GR,GR,ACESPI,2.4
SORAME201603_GR,GR,ACESPI,2.5
SORAME201603_GR,GR,ABIBAL,2.5
SORAME201603_GR,GR,ABIBAL,2.5
SORAME201603_GR,GR,ABIBAL,2.8
SORAME201603_GR,GR,BETALL,2.8
SORAME201603_GR,GR,ABIBAL,2.8
SORAME201603_GR,GR,ABIBAL,2.9
SORAME201603_GR,GR,ABIBAL,2.9
SORAME201603_GR,GR,BETALL,3.3
SORAME201603_GR,GR,ABIBAL,3.5
SORAME201603_GR,GR,ABIBAL,3.5
SORAME201603_GR,GR,ABIBAL,3.5
SORAME201603_GR,GR,ABIBAL,3.5
SORAME201603_GR,GR,ABIBAL,3.6
